icao24;callsign;baro_altitude;heading;last_contact;latitude;longitude;on_ground;origin_country;squawk;time_position;velocity;vertical_rate
501d20;CTN71F;8473.44;112.08;1583150739;48.4039;4.7506;False;Croatia;5633;1583150739;235.39;8.45
394c17;AFR78ZQ;6141.72;193.63;1583150740;48.6619;2.0087;False;France;1000;1583150740;176.8;10.4
396663;FPO952;6225.54;340.91;1583150740;48.2742;3.8674;False;France;1036;1583150739;199.79;-9.43
4b7f43;SUI576;11780.52;106.07;1583150740;48.2826;4.3689;False;Switzerland;2152;1583150739;260.19;-5.2
4076da;EXS81T;10363.2;331.96;1583150740;49.7542;2.5447;False;United Kingdom;5736;1583150740;223.24;-0.33
478354;SAS68M;11277.6;205.26;1583150740;49.6357;3.19;False;Norway;0733;1583150739;221.84;0
478353;SAS837;2087.88;217.09;1583150740;49.109;3.1603;False;Norway;3525;1583150739;134.79;-3.9
3c48f1;EWG9407;7010.4;73.29;1583150740;49.153;3.8801;False;Germany;1000;1583150740;194.98;0
484135;TRA82E;11582.4;34.63;1583150740;47.9321;0.1446;False;Kingdom of the Netherlands;1000;1583150738;244.45;0
4ca700;RYR7LP;11887.2;225.48;1583150740;48.1085;0.8998;False;Ireland;7104;1583150739;218.63;0
405f12;EZY87QY;10363.2;337.85;1583150740;47.9251;3.5901;False;United Kingdom;6756;1583150740;248.29;0
405f13;EZY83RL;11277.6;164.48;1583150739;48.6029;0.5825;False;United Kingdom;5245;1583150739;230.65;-0.33
4d00da;LGL8014;1988.82;85.79;1583150740;49.0809;2.5516;False;Luxembourg;5644;1583150740;119.16;8.13
3b770d;CTM0014;1432.56;25.96;1583150740;48.7202;2.5151;False;France;4340;1583150740;108.14;-0.33
4ca4f5;RYR83QM;11582.4;334.86;1583150739;47.946;3.8077;False;Ireland;4055;1583150739;231.29;0
a13f5e;N18LS;10066.02;139.71;1583150740;48.4172;2.6451;False;United States;5257;1583150739;239.44;0
346184;VLG87AB;10972.8;351.92;1583150739;48.0032;-0.7628;False;Spain;1051;1583150738;230.7;0
3950ca;AFR87FR;6073.14;160.98;1583150740;48.6975;2.4121;False;France;7645;1583150740;191;15.61
407688;EZY97YM;11277.6;359.11;1583150739;48.017;-0.4113;False;United Kingdom;1054;1583150738;231.01;0
3950cb;AFR79SB;6614.16;317.31;1583150740;48.1717;4.2436;False;France;1000;1583150739;207.88;-11.7
3950cf;AFR31RR;11887.2;265.56;1583150719;48.9956;2.6171;False;France;7645;1583150603;59.85;-2.6
4074b8;EZY91JC;11277.6;143.53;1583150740;48.5012;2.5784;False;United Kingdom;2204;1583150740;237.99;-0.33
3cd3ab;ATL9K;13106.4;199.17;1583150740;49.3144;2.8015;False;Germany;3527;1583150740;191.17;0
39b44e;;;194.06;1583150737;48.7244;2.3678;True;France;2000;1583150737;0;
484aa1;TRA3P;11277.6;201.23;1583150740;48.222;2.1833;False;Kingdom of the Netherlands;2143;1583150739;220.21;0
3964e2;TVF3431;480.06;254.27;1583150739;48.7343;2.4392;False;France;1000;1583150739;75.89;-3.25
3c9654;BFD02T;2110.74;248;1583150740;48.9305;2.2963;False;Germany;0655;1583150739;135.94;4.88
48520b;TRA71A;11582.4;31.15;1583150740;49.8723;2.3342;False;Kingdom of the Netherlands;1000;1583150740;247.65;0
4b1a1b;EZS48AB;10058.4;323.65;1583150739;49.232;2.6382;False;Switzerland;5752;1583150739;224.82;0
0101de;MSR799;1402.08;265.54;1583150740;49.0405;2.8273;False;Egypt;1000;1583150740;79.46;-4.23
4ca2a8;RYR22CP;10668;200.37;1583150740;48.0911;2.2317;False;Ireland;4135;1583150739;217.3;0
3004c7;SIO512;12496.8;140.11;1583150740;49.1265;2.0276;False;Italy;2164;1583150739;265.51;-0.33
440833;EJU3737;3406.14;111.04;1583150740;49.0284;2.7131;False;Austria;5643;1583150739;179.13;8.45
780561;CES554;7924.8;76.02;1583150739;49.2077;3.7893;False;China;5641;1583150739;257.65;-0.65
400c4a;EZY51UD;10401.3;162.3;1583150739;49.5996;0.1725;False;United Kingdom;2045;1583150739;226.8;7.48
3420cb;IBE31FT;11277.6;204.12;1583150740;49.1643;3.1736;False;Spain;4134;1583150740;221.52;0
39ceae;TVF3474;2057.4;244.79;1583150740;48.6492;2.141;False;France;7654;1583150739;126.8;16.91
3985a7;AFR63MK;2339.34;337.61;1583150739;48.5379;2.909;False;France;1000;1583150739;139.1;-8.78
3949e4;AFR926;1318.26;264.86;1583150740;48.9904;2.458;False;France;5630;1583150740;91.94;7.48
4d21fc;RYR92SU;11582.4;48.93;1583150739;48.4576;1.8789;False;Malta;2324;1583150739;249.77;0
4d21db;AMC101;11506.2;143.15;1583150740;49.425;1.2271;False;Malta;5256;1583150739;246.21;3.58
406c71;EZY23BK;5029.2;149.12;1583150740;49.7947;1.1185;False;United Kingdom;6343;1583150739;183.42;-8.13
40609a;CFE29D;11277.6;141.55;1583150740;48.5833;2.267;False;United Kingdom;2703;1583150740;242.4;0.33
c0583a;ACA835;10972.8;325.88;1583150740;49.1674;3.1234;False;Canada;5726;1583150740;244.85;0
3986eb;AFR48BJ;7620;123.45;1583150739;48.6689;4.3115;False;France;5642;1583150739;207.17;0
39c415;AFR773G;8839.2;251.87;1583150740;48.5826;0.1579;False;France;3302;1583150740;213.28;1.3
39bd20;AFR179;1546.86;99.56;1583150740;49.2061;2.937;False;France;6305;1583150739;145.55;-6.83
39aa20;FHKRA;2133.6;69.3;1583150739;48.3497;1.8987;False;France;3304;1583150739;139.69;-0.33
39b10b;FWI10A;5844.54;251.66;1583150739;48.68;1.1987;False;France;0641;1583150739;199.45;12.03
39c424;AFR641;8839.2;53.26;1583150739;47.9314;0.2013;False;France;1000;1583150739;233.04;-3.58
48c120;RYR89DD;9204.96;304.3;1583150704;49.3812;2.2805;False;Poland;1000;1583150632;80.33;-4.23
440488;EJU81NB;11582.4;319.09;1583150740;49.7556;2.8707;False;Austria;2754;1583150739;219.18;0
300189;AFR382V;8465.82;154.22;1583150740;48.4401;2.5219;False;Italy;1000;1583150740;201.1;17.56
4d2148;ULC34;6004.56;251.41;1583150740;49.4159;4.3453;False;Malta;1000;1583150739;185.62;-9.75
4d2072;LWG391;11887.2;211.03;1583150740;48.315;2.2947;False;Malta;4103;1583150739;147.69;0
342091;IBE32CL;10447.02;209.82;1583150740;49.6452;3.12;False;Spain;7151;1583150740;190.34;7.15
344696;VLG22MM;7871.46;54.43;1583150740;48.1588;0.6242;False;Spain;1000;1583150739;230.84;-4.88
39856c;AFR11DD;6926.58;90.57;1583150740;49.0887;3.2305;False;France;5646;1583150739;208.36;4.88
407181;EXS13X;11887.2;143.06;1583150739;49.1528;1.6477;False;United Kingdom;1171;1583150739;241.38;0.33
3445d2;IBS3723;10675.62;202.92;1583150740;48.6232;2.4438;False;Spain;2127;1583150740;220.62;0.33
4b17e0;SWR45C;8534.4;321.46;1583150739;49.6576;2.9209;False;Switzerland;3077;1583150739;239.42;-0.33
4b17e1;SWR49A;8534.4;332.13;1583150740;48.9246;3.2314;False;Switzerland;5711;1583150739;242.09;0
