Code;Libellé;Population municipale 2016;Boulangerie 2017
27275;Gaillon;6977;6
27276;Gamaches-en-Vexin;299;0
27277;La Baronnie;705;0
27278;Garennes-sur-Eure;1889;1
27279;Gasny;3085;1
27280;Gauciel;891;0
27281;Gaudreville-la-Rivière;225;0
27282;Gauville-la-Campagne;565;0
27284;Gisors;11918;10
27285;Giverny;502;2
27286;Giverville;396;0
27287;Glisolles;833;0
27288;Glos-sur-Risle;586;0
27289;La Goulafrière;163;0
27290;Goupil-Othon;1257;0
27291;Gournay-le-Guérin;132;0
27294;Val d'Orger;990;0
27295;Grand-Camp;488;0
27298;Graveron-Sémerville;299;0
27299;Gravigny;3915;4
27300;Grosley-sur-Risle;524;0
27301;Grossoeuvre;1215;0
27302;Le Bosc du Theil;1363;1
27304;Guerny;173;0
27306;Guichainville;2682;1
27307;Guiseniers;460;0
27309;L'Habit;512;0
27310;Hacqueville;442;0
27311;Harcourt;1039;1
27312;Hardencourt-Cocherel;254;0
27313;La Harengère;584;0
27315;Harquency;263;0
27316;Hauville;1286;1
27317;La Haye-Aubrée;464;0
27318;La Haye-de-Calleville;269;0
27319;La Haye-de-Routot;305;0
27320;La Haye-du-Theil;298;0
27321;La Haye-le-Comte;135;0
27322;La Haye-Malherbe;1409;1
27323;La Haye-Saint-Sylvestre;277;0
27324;Hébécourt;570;0
27325;Hecmanville;170;0
27326;Hécourt;339;0
27327;Hectomare;223;0
27329;Hennezis;785;1
27330;Herqueville;139;0
27331;Heubécourt-Haricourt;462;0
27332;Heudebouville;790;1
27333;Heudicourt;664;0
27334;Heudreville-en-Lieuvin;109;0
27335;Heudreville-sur-Eure;1048;1
27336;La Heunière;328;0
27337;Heuqueville;363;0
27338;Les Hogues;626;0
27339;Hondouville;799;1
27340;Honguemare-Guenouville;697;0
27341;L'Hosmes;69;0
27342;Houetteville;204;0
27343;Houlbec-Cocherel;1320;0
27345;La Houssaye;210;0
27346;Houville-en-Vexin;233;0
27347;Huest;787;0
27348;Igoville;1753;1
27349;Illeville-sur-Montfort;876;0
27350;Illiers-l'Évêque;996;1
27351;Incarville;1414;0
27353;Irreville;471;0
27354;Iville;493;0
27355;Ivry-la-Bataille;2754;2
27358;Jouy-sur-Eure;574;0
27359;Juignettes;213;0
27360;Jumelles;315;0
27361;La Lande-Saint-Léger;356;0
27363;Le Landin;203;0
27364;Launay;202;0
27365;Léry;2034;1
27366;Letteguives;201;0
27367;Lieurey;1448;3
27368;Lignerolles;325;0
27369;Lilly;83;0
27370;Lisors;350;0
27371;Livet-sur-Authou;146;0
27372;Longchamps;615;0
27373;Lorleau;143;0
27374;Louversey;544;0
27375;Louviers;18538;13
27376;Louye;229;0
27377;Lyons-la-Forêt;729;1
27378;La Madeleine-de-Nonancourt;1148;0
27379;Mainneville;415;0
27380;Malleville-sur-le-Bec;258;0
27381;Malouy;161;0
27382;Mandeville;322;0
27383;Mandres;371;0
27384;Manneville-la-Raoult;506;0
27385;Manneville-sur-Risle;1534;0
27386;Le Manoir;1257;1
27388;Marais-Vernier;508;0
27389;Marbeuf;455;0
27390;Marcilly-la-Campagne;1181;0
27391;Marcilly-sur-Eure;1575;1
27392;Martagny;152;0
27393;Martainville;483;0
27394;Martot;575;0
27395;Mélicourt;80;0
27396;Ménesqueville;467;0
27397;Ménilles;1716;1
27398;Menneval;1400;1
27399;Mercey;50;0
27400;Merey;347;0
27401;Le Mesnil-Fuguet;174;0
27403;Le Mesnil-Jourdain;231;0
27404;Mesnil-Rousset;92;0
27405;Mesnil-sous-Vienne;114;0
27406;Mesnil-sur-l'Estrée;912;1
27407;Mesnil-Verclives;298;0
27408;Mézières-en-Vexin;620;0
27410;Miserey;634;0
27411;Moisville;231;0
27412;Terres de Bord;1499;2
27413;Montfort-sur-Risle;756;2
27414;Montreuil-l'Argillé;812;2
27415;Morainville-Jouveaux;371;0
27417;Morgny;650;1
27418;Morsan;109;0
27419;Mouettes;772;0
27420;Mouflaines;170;0
27421;Mousseaux-Neuville;651;0
27422;Muids;866;0
27423;Muzy;821;0
27424;Nagel-Séez-Mesnil;327;0
27425;Nassandres sur Risle;2389;2
27426;Neaufles-Saint-Martin;1261;1
27427;Neaufles-Auvergny;423;0
27428;Le Neubourg;4127;8
27429;Neuilly;172;0
27430;La Neuve-Grange;331;0
27431;La Neuve-Lyre;573;1
27432;La Neuville-du-Bosc;651;0
27433;Neuville-sur-Authou;196;0
27434;Noards;55;0
27435;La Noë-Poulain;265;0
27436;Nogent-le-Sec;419;0
27437;Nojeon-en-Vexin;338;0
27438;Nonancourt;2284;3
27439;Normanville;1083;0
27440;Notre-Dame-de-l'Isle;670;0
27441;Notre-Dame-d'Épine;81;0
27442;Notre-Dame-du-Hamel;216;0
27444;Le Noyer-en-Ouche;227;0
27445;Noyers;270;0
27446;Ormes;500;0
27447;Le Val-Doré;919;1
27448;Pacy-sur-Eure;5092;4
27451;Parville;316;0
27453;Perriers-sur-Andelle;1820;2
27454;Perruel;472;0
27455;Piencourt;150;0
27456;Pinterville;746;0
27457;Piseux;768;0
27458;Pîtres;2454;2
27459;Les Places;78;0
27460;Plainville;190;0
27462;Le Planquay;156;0
27463;Plasnes;709;0
27464;Le Plessis-Grohan;859;0
27465;Le Plessis-Hébert;396;0
27466;Le Plessis-Sainte-Opportune;334;0
27467;Pont-Audemer;10436;11
27468;Pont-Authou;650;1
27469;Pont-de-l'Arche;4156;3
27470;Pont-Saint-Pierre;1163;2
27471;Porte-de-Seine;208;0
27472;Portes;269;0
27473;Port-Mort;936;1
27474;Poses;1176;0
27475;La Poterie-Mathieu;172;0
27476;Les Préaux;383;0
27477;Pressagny-l'Orgueilleux;706;0
27478;Prey;951;0
27480;Puchay;620;0
27481;Pullay;401;0
27482;La Pyle;156;0
27483;Quatremare;402;0
27485;Quillebeuf-sur-Seine;900;1
27486;Quittebeuf;648;2
27487;Radepont;655;1
27488;Renneville;198;0
27489;Reuilly;531;0
27490;Richeville;273;0
27492;Romilly-la-Puthenaye;319;0
27493;Romilly-sur-Andelle;3237;1
27495;La Roquette;238;0
27496;Rosay-sur-Lieure;537;0
27497;Rougemontiers;1047;1
27498;Rouge-Perriers;368;0
27500;Routot;1569;1
27501;Rouvray;267;0
27502;Rugles;2279;3
27504;Sacquenville;1219;0
27505;Saint-Agnan-de-Cernières;155;0
27507;Saint-André-de-l'Eure;3965;3
27508;Saint-Antonin-de-Sommaire;184;0
27511;Saint-Aubin-d'Écrosville;704;1
27512;Saint-Aubin-de-Scellon;355;0
27514;Saint-Aubin-du-Thenney;373;0
27516;Treis-Sants-en-Ouche;1425;1
27517;Saint-Aubin-sur-Gaillon;1930;0
27518;Saint-Aubin-sur-Quillebeuf;696;0
27520;Saint-Benoît-des-Ombres;142;0
27521;Saint-Christophe-sur-Avre;146;0
27522;Saint-Christophe-sur-Condé;503;0
27524;Sainte-Colombe-la-Commanderie;835;1
27525;Sainte-Colombe-près-Vernon;314;0
27527;Saint-Cyr-de-Salerne;207;0
27528;Le Vaudreuil;3714;2
27529;Saint-Cyr-la-Campagne;425;0
27530;Saint-Denis-d'Augerons;88;0
27531;Saint-Denis-des-Monts;209;0
27533;Saint-Denis-le-Ferment;485;0
27534;Saint-Didier-des-Bois;885;1
27535;Saint-Élier;442;0
27536;Saint-Éloi-de-Fourques;514;0
27537;Saint-Étienne-du-Vauvray;889;0
27538;Saint-Étienne-l'Allier;555;0
27539;Saint-Étienne-sous-Bailleul;393;0
27540;Sainte-Geneviève-lès-Gasny;665;0
27541;Le Mesnil-Saint-Jean;202;0
27542;Saint-Georges-du-Vièvre;879;1
27543;Saint-Georges-Motel;903;1
27544;Saint-Germain-de-Fresney;206;0
27545;Saint-Germain-de-Pasquier;126;0
27546;Saint-Germain-des-Angles;179;0
27547;Saint-Germain-la-Campagne;887;1
27548;Saint-Germain-sur-Avre;1184;0
27550;Saint-Grégoire-du-Vièvre;323;0
27552;Saint-Jean-du-Thenney;244;0
27553;Saint-Julien-de-la-Liègue;409;0
27554;La Chapelle-Longueville;3416;1
27555;Saint-Laurent-des-Bois;248;0
27556;Saint-Laurent-du-Tencement;63;0
27557;Saint-Léger-de-Rôtes;418;0
27558;Saint-Léger-du-Gennetey;184;0
27560;Saint-Luc;254;0
27561;Saint-Maclou;617;1
27562;Saint-Marcel;4541;3
27563;Saint-Mards-de-Blacarville;797;0
27564;Saint-Mards-de-Fresne;340;0
27565;Le Lesme;666;1
27567;Sainte-Marie-de-Vatimesnil;263;1
27568;Sainte-Marthe;514;0
27569;Saint-Martin-du-Tilleul;240;0
27570;Saint-Martin-la-Campagne;98;0
27571;Saint-Martin-Saint-Firmin;320;0
27572;Saint-Meslin-du-Bosc;287;0
27576;Sainte-Opportune-du-Bosc;656;0
27577;Sainte-Opportune-la-Mare;443;1
27578;Sainte-Marie-d'Attez;575;0
27579;Saint-Ouen-de-Pontcheuil;97;0
27580;Saint-Ouen-de-Thouberville;2375;2
27582;Saint-Ouen-du-Tilleul;1629;1
27584;Saint-Paul-de-Fourques;299;0
27586;Saint-Philbert-sur-Boissey;172;0
27587;Saint-Philbert-sur-Risle;782;0
27589;Saint-Pierre-de-Bailleul;963;1
27590;Saint-Pierre-de-Cernières;219;0
27591;Saint-Pierre-de-Cormeilles;616;0
27592;Saint-Pierre-de-Salerne;250;0
27593;Saint-Pierre-des-Fleurs;1536;1
27594;Saint-Pierre-des-Ifs;278;0
27595;Saint-Pierre-du-Bosguérard;1043;0
27597;Saint-Pierre-du-Val;568;0
27598;Saint-Pierre-du-Vauvray;1280;1
27599;Saint-Pierre-la-Garenne;926;0
27601;Saint-Samson-de-la-Roque;431;0
27602;Saint-Sébastien-de-Morsent;5750;3
27603;Saint-Siméon;321;0
27604;Saint-Sulpice-de-Grimbouville;174;0
27605;Saint-Sylvestre-de-Cormeilles;250;0
27606;Saint-Symphorien;484;0
27608;Saint-Victor-de-Chrétienville;461;0
27609;Saint-Victor-d'Épine;322;0
27610;Saint-Victor-sur-Avre;59;0
27611;Saint-Vigor;326;0
27612;Saint-Vincent-des-Bois;334;0
27613;Saint-Vincent-du-Boulay;378;0
27614;Sancourt;155;0
27615;Sassey;187;0
27616;La Saussaye;1862;1
27617;Saussay-la-Campagne;528;0
27618;Sébécourt;480;0
27620;Selles;465;0
27621;Serez;145;0
27622;Serquigny;1994;2
27623;Surtauville;487;0
27624;Surville;918;1
27625;Suzay;347;0
27627;Le Theil-Nolent;253;0
27629;Thiberville;1807;2
27630;Thibouville;307;0
27631;Thierville;371;0
27632;Le Thil;516;1
27633;Les Thilliers-en-Vexin;491;1
27635;Le Thuit;144;0
27638;Le Thuit de l'Oison;3567;2
27640;Tilleul-Dame-Agnès;194;0
27641;Le Tilleul-Lambert;248;0
27643;Tillières-sur-Avre;1080;2
27644;Tilly;545;0
27645;Tocqueville;155;0
27646;Le Torpt;436;0
27649;Touffreville;348;0
27650;Tournedos-Bois-Hubert;460;0
27652;Tourneville;328;0
27654;Tourville-la-Campagne;1061;0
27655;Tourville-sur-Pont-Audemer;736;0
27656;Toutainville;1341;0
27658;Le Tremblay-Omonville;337;0
27659;La Trinité;116;0
27660;La Trinité-de-Réville;241;0
27661;La Trinité-de-Thouberville;438;0
27662;Triqueville;334;0
27663;Le Troncq;175;0
27664;Le Tronquay;510;0
27665;Trouville-la-Haule;769;0
27666;La Vacherie;561;0
27667;Valailles;388;0
27668;Le Val-David;732;0
27669;Valletot;410;0
27670;Vandrimare;959;0
27671;Vannecrocq;151;0
27672;Vascoeuil;353;1
27673;Vatteville;183;0
27674;Vaux-sur-Eure;273;0
27676;Les Trois Lacs;1784;0
27677;Venon;387;0
27678;Les Ventes;1047;1
27679;Verneuil d'Avre et d'Iton;8164;7
27680;Verneusses;204;0
27681;Vernon;23705;18
27682;Vesly;689;1
27683;Vézillon;261;0
27684;Le Vieil-Évreux;804;0
27685;La Vieille-Lyre;655;0
27686;Vieux-Port;46;0
27689;Villegats;351;0
27690;Villers-en-Vexin;314;0
27691;Villers-sur-le-Roule;841;0
27692;Villettes;175;0
27693;Sylvains-Lès-Moulins;1296;0
27694;Villez-sous-Bailleul;312;0
27695;Villez-sur-le-Neubourg;284;0
27696;Villiers-en-Désoeuvre;921;1
27697;Vironvay;331;0
27698;Vitot;558;0
27699;Voiscreville;127;0
27700;Vraiville;655;1
27701;Val-de-Reuil;13282;3
28001;Abondant;2358;1
28003;Allainville;137;0
28004;Allonnes;312;0
28005;Alluyes;764;1
28006;Amilly;1850;1
28007;Anet;2712;3
28008;Ardelles;199;0
28009;Ardelu;74;0
28010;Argenvilliers;335;0
28012;Commune nouvelle d'Arrou;3808;3
28013;Aunay-sous-Auneau;1468;1
28014;Aunay-sous-Crécy;616;0
28015;Auneau-Bleury-Saint-Symphorien;5808;4
28016;Les Autels-Villevillon;155;0
28018;Authon-du-Perche;1519;1
28019;Baigneaux;238;0
28021;Bailleau-le-Pin;1567;1
28022;Bailleau-l'Évêque;1174;1
28023;Bailleau-Armenonville;1399;0
28024;Barjouville;1723;2
28025;Barmainville;122;0
28026;Baudreville;265;0
28027;La Bazoche-Gouet;1228;3
28028;Bazoches-en-Dunois;257;0
28029;Bazoches-les-Hautes;316;0
28030;Beauche;273;0
28031;Beaumont-les-Autels;402;1
28032;Beauvilliers;336;0
28033;Belhomert-Guéhouville;800;1
28034;Berchères-Saint-Germain;831;0
28035;Berchères-les-Pierres;1008;1
28036;Berchères-sur-Vesgre;841;1
28037;Bérou-la-Mulotière;338;0
28038;Béthonvilliers;120;0
28039;Béville-le-Comte;1633;1
28040;Billancelles;325;0
28041;Blandainville;270;0
28045;Boissy-en-Drouais;203;0
28046;Boissy-lès-Perche;501;0
28047;Boisville-la-Saint-Père;706;1
28048;La Bourdinière-Saint-Loup;717;0
28049;Boncé;244;0
28050;Boncourt;265;0
28051;Bonneval;5154;5
28052;Bouglainval;775;0
28053;Le Boullay-les-Deux-Églises;271;1
28054;Le Boullay-Mivoye;477;0
28055;Le Boullay-Thierry;556;0
28056;Boutigny-Prouais;1757;0
28057;Bouville;583;0
28058;Bréchamps;335;0
28059;Brezolles;1819;1
28060;Briconville;239;0
28061;Brou;3382;4
28062;Broué;889;0
28064;Bû;1948;1
28065;Bullainville;108;0
28067;Cernay;89;0
28068;Challet;433;0
28070;Champhol;3622;1
28071;Champrond-en-Gâtine;647;1
28072;Champrond-en-Perchet;402;0
28073;Champseru;326;0
28074;La Chapelle-d'Aunainville;279;0
28075;La Chapelle-du-Noyer;1046;0
28076;La Chapelle-Forainvilliers;204;0
28077;La Chapelle-Fortin;189;0
28078;Chapelle-Guillaume;187;0
28079;Chapelle-Royale;308;0
28080;Charbonnières;254;0
28081;Charonville;314;0
28082;Charpont;586;0
28084;Chartainvilliers;730;0
28085;Chartres;38752;31
28086;Chassant;331;1
28087;Châtaincourt;240;0
28088;Châteaudun;13077;10
28089;Châteauneuf-en-Thymerais;2641;2
28090;Les Châtelets;100;0
28091;Les Châtelliers-Notre-Dame;133;0
28092;Châtenay;243;0
28094;Chaudon;1680;1
28095;Chauffours;277;0
28096;La Chaussée-d'Ivry;1123;1
28098;Cherisy;1870;1
28099;Chuisnes;1122;0
28100;Cintray;417;0
28102;Clévilliers;705;0
28103;Cloyes-les-Trois-Rivières;5710;4
28104;Coltainville;877;0
28105;Combres;565;0
28106;Conie-Molitard;403;0
28107;Corancez;388;0
28108;Cormainville;242;0
28109;Les Corvées-les-Yys;316;0
28110;Le Coudray;4190;1
28111;Coudray-au-Perche;343;1
28113;Coulombs;1365;0
28114;Courbehaye;136;0
28116;Courville-sur-Eure;2817;3
28117;Crécy-Couvé;259;0
28118;Croisilles;447;0
28119;La Croix-du-Perche;165;0
28120;Crucey-Villages;470;0
28121;Dambron;98;0
28122;Dammarie;1511;1
28123;Dampierre-sous-Brou;466;0
28124;Dampierre-sur-Avre;745;0
28126;Dancy;204;0
28127;Dangeau;1283;3
28128;Dangers;429;0
28129;Denonville;759;0
28130;Digny;967;1
28132;Donnemain-Saint-Mamès;696;0
28134;Dreux;30977;22
28135;Droue-sur-Drouette;1251;1
28136;Écluzelles;166;0
28137;Écrosnes;864;0
28139;Épeautrolles;183;0
28140;Épernon;5503;4
28141;Ermenonville-la-Grande;321;0
28142;Ermenonville-la-Petite;187;0
28143;Escorpain;249;0
28144;Les Étilleux;225;0
28146;Faverolles;869;1
28147;Favières;602;0
28148;Le Favril;358;0
28149;La Ferté-Vidame;703;2
28151;Fessanvilliers-Mattanvilliers;175;0
28153;Flacey;210;0
28154;Fontaine-la-Guyon;1669;1
28155;Fontaine-les-Ribouts;209;0
28156;Fontaine-Simon;936;0
28157;Fontenay-sur-Conie;132;0
28158;Fontenay-sur-Eure;965;1
28159;La Framboisière;343;0
28160;Francourville;832;0
28161;Frazé;507;0
28162;Fresnay-le-Comte;330;0
28163;Fresnay-le-Gilmert;196;0
28164;Fresnay-l'Évêque;744;0
28166;Friaize;240;0
28167;Fruncé;414;0
28168;Gallardon;3654;3
28169;Garancières-en-Beauce;218;0
28170;Garancières-en-Drouais;270;0
28171;Garnay;872;0
28172;Gas;788;0
28173;Gasville-Oisème;1416;0
28175;La Gaudaine;178;0
28176;Le Gault-Saint-Denis;672;1
28177;Gellainville;677;0
28178;Germainville;278;0
28180;Gilles;526;0
28182;Gohory;326;0
28183;Gommerville;680;0
28184;Gouillons;336;0
28185;Goussainville;1279;0
28187;Guainville;690;0
28188;Le Gué-de-Longroi;938;2
28189;Guilleville;181;0
28190;Guillonville;443;0
28191;Hanches;2709;1
28192;Happonvilliers;300;0
28193;Havelu;142;0
28194;Houville-la-Branche;438;0
28195;Houx;766;0
28196;Illiers-Combray;3325;3
28197;Intréville;142;0
28198;Jallans;816;1
28199;Janville-en-Beauce;2569;2
28200;Jaudrais;394;0
28201;Jouy;1945;1
28202;Lamblore;343;0
28203;Landelles;640;0
28206;Laons;693;1
28207;Léthuin;228;0
28208;Levainville;393;0
28209;Lèves;5687;3
28210;Levesville-la-Chenard;217;0
28211;Logron;588;0
28212;Loigny-la-Bataille;208;0
28213;Lormaye;663;0
28214;La Loupe;3406;2
28215;Louville-la-Chenard;252;0
28216;Louvilliers-en-Drouais;202;0
28217;Louvilliers-lès-Perche;181;0
28218;Lucé;15755;9
28219;Luigny;352;1
28220;Luisant;6657;4
28221;Lumeau;160;0
28222;Luplanté;386;0
28223;Luray;1574;0
28225;Magny;657;0
28226;Maillebois;930;0
28227;Maintenon;4245;3
28229;Mainvilliers;11323;6
28230;Maisons;370;0
28231;La Mancelière;191;0
28232;Manou;595;0
28233;Marboué;1133;1
28234;Marchéville;489;0
28235;Marchezais;328;0
28236;Arcisses;2209;0
28237;Marolles-les-Buis;213;0
28239;Marville-Moutiers-Brûlé;965;2
28240;Meaucé;560;0
28242;Méréglise;101;0
28243;Mérouville;221;0
28245;Meslay-le-Grenet;341;0
28246;Meslay-le-Vidame;526;0
28247;Le Mesnil-Simon;593;0
28248;Le Mesnil-Thomas;338;0
28249;Mévoisins;624;0
28251;Mézières-en-Drouais;1079;2
28252;Miermaigne;203;0
28253;Mignières;1034;1
28254;Mittainvilliers-Vérigny;797;0
28255;Moinville-la-Jeulin;170;0
28256;Moléans;467;0
28257;Mondonville-Saint-Jean;87;0
28259;Montboissier;318;0
28260;Montharville;97;0
28261;Montigny-le-Chartif;631;0
28263;Montigny-sur-Avre;261;0
28264;Montireau;141;0
28265;Montlandon;244;0
28267;Montreuil;504;0
28268;Morainville;26;0
28269;Morancez;1741;1
28270;Moriers;220;0
28271;Morvilliers;158;0
28272;Mottereau;169;0
28273;Moulhard;144;0
28274;Moutiers;253;0
28275;Néron;654;0
28276;Neuvy-en-Beauce;215;0
28277;Neuvy-en-Dunois;312;0
28278;Nogent-le-Phaye;1425;1
28279;Nogent-le-Roi;4132;2
28280;Nogent-le-Rotrou;9940;12
28281;Nogent-sur-Eure;500;0
28282;Nonvilliers-Grandhoux;427;0
28283;Nottonville;306;0
28284;Oinville-Saint-Liphard;274;0
28285;Oinville-sous-Auneau;342;0
28286;Ollé;610;0
28287;Orgères-en-Beauce;1093;4
28289;Ormoy;242;0
28290;Orrouer;303;0
28291;Ouarville;518;1
28292;Ouerre;735;0
28293;Oulins;1203;1
28294;Oysonville;520;0
28296;Péronville;266;0
28298;Pierres;2786;1
28299;Les Pinthières;182;0
28300;Poinville;143;0
28301;Poisvilliers;443;0
28302;Pontgouin;1121;1
28303;Poupry;108;0
28304;Prasville;434;0
28305;Pré-Saint-Évroult;297;0
28306;Pré-Saint-Martin;198;0
28308;Prudemanche;256;0
28309;Prunay-le-Gillon;1079;1
28310;La Puisaye;287;0
28312;Puiseux;140;0
28313;Réclainville;190;0
28314;Les Ressuintes;124;0
28315;Revercourt;22;0
28316;Rohaire;129;0
28317;Roinville;548;0
28319;Rouvray-Saint-Denis;439;0
28321;Rouvres;809;0
28322;Rueil-la-Gadelière;510;0
28323;Saint-Ange-et-Torçay;286;0
28324;Saint-Arnoult-des-Bois;890;0
28325;Saint-Aubin-des-Bois;993;0
28326;Saint-Avit-les-Guespières;370;0
28327;Saint-Bomer;200;0
28329;Saint-Christophe;155;0
28330;Villemaury;1411;0
28331;Saintigny;1009;0
28332;Sainte-Gemme-Moronval;1095;0
28333;Saint-Denis-des-Puits;139;0
28334;Saint-Denis-Lanneray;2264;1
28335;Saint-Éliph;901;0
28336;Saint-Éman;109;0
28337;Saint-Georges-sur-Eure;2734;2
28339;Saint-Germain-le-Gaillard;339;0
28341;Saint-Jean-de-Rebervilliers;235;0
28342;Saint-Jean-Pierre-Fixte;260;0
28343;Saint-Laurent-la-Gâtine;443;0
28344;Saint-Léger-des-Aubées;270;0
28346;Saint-Lubin-de-Cravant;57;0
28347;Saint-Lubin-de-la-Haye;958;0
28348;Saint-Lubin-des-Joncherets;4020;1
28349;Saint-Lucien;255;0
28350;Saint-Luperce;875;0
28351;Saint-Maixme-Hauterive;424;0
28352;Saint-Martin-de-Nigelles;1564;0
28353;Saint-Maur-sur-le-Loir;421;0
28354;Saint-Maurice-Saint-Germain;414;0
28355;Saint-Ouen-Marchefroy;293;0
28357;Saint-Piat;1047;1
28358;Saint-Prest;1997;2
28359;Saint-Rémy-sur-Avre;4007;2
28360;Saint-Sauveur-Marville;920;0
28362;Saint-Victor-de-Buthon;514;1
28363;Sainville;1012;1
28364;Sancheville;832;1
28365;Sandarville;406;0
28366;Santeuil;320;0
28367;Santilly;342;0
28368;La Saucelle;192;0
28369;Saulnières;694;0
28370;Saumeray;489;0
28371;Saussay;1083;0
28372;Senantes;586;0
28373;Senonches;3091;3
28374;Serazereux;559;0
28375;Serville;364;0
28377;Sorel-Moussel;1798;0
28378;Souancé-au-Perche;537;1
28379;Soulaires;447;0
28380;Sours;1951;1
28382;Terminiers;914;1
28383;Theuville;709;0
28385;Le Thieulin;450;0
28386;Thimert-Gâtelles;1267;0
28387;Thiron-Gardais;1006;2
28388;Thivars;1067;1
28389;Thiville;344;0
28390;Tillay-le-Péneux;326;0
28391;Toury;2613;2
28392;Trancrainville;164;0
28393;Tremblay-les-Villages;2291;1
28394;Tréon;1391;1
28395;Trizay-Coutretot-Saint-Serge;450;0
28396;Trizay-lès-Bonneval;321;0
28397;Umpeau;391;0
28398;Unverre;1204;1
28400;Varize;197;0
28401;Vaupillon;454;0
28403;Ver-lès-Chartres;790;1
28404;Vernouillet;12494;6
28405;Vert-en-Drouais;1100;0
28406;Éole-en-Beauce;1244;0
28407;Vichères;312;0
28408;Vierville;134;0
28409;Vieuvicq;479;0
28410;Villampuy;318;0
28411;Villars;171;0
28414;Villebon;75;0
28415;Villemeux-sur-Eure;1608;1
28417;Villiers-le-Morhier;1350;1
28418;Villiers-Saint-Orien;166;0
28419;Vitray-en-Beauce;357;0
28421;Voise;286;0
28422;Les Villages Vovéens;3983;3
28423;Yermenonville;589;0
28424;Yèvres;1658;1
28425;Ymeray;631;1
28426;Ymonville;494;0
29001;Argol;1010;1
29002;Arzano;1390;2
29003;Audierne;3684;5
29004;Bannalec;5645;2
29005;Baye;1149;1
29006;Bénodet;3534;7
29007;Berrien;941;1
29008;Beuzec-Cap-Sizun;1003;0
29010;Bodilis;1603;0
29011;Bohars;3474;1
29012;Bolazec;205;0
29013;Botmeur;212;0
29014;Botsorhel;424;0
29015;Bourg-Blanc;3556;1
29016;Brasparts;1033;2
29017;Brélès;882;0
29018;Brennilis;451;0
29019;Brest;139342;71
29020;Briec;5627;3
29021;Plounéour-Brignogan-plages;1928;2
29022;Camaret-sur-Mer;2586;5
29023;Carantec;3148;2
29024;Carhaix-Plouguer;7240;9
29025;Cast;1588;1
29026;Châteaulin;5212;5
29027;Châteauneuf-du-Faou;3677;4
29028;Cléden-Cap-Sizun;956;1
29029;Cléden-Poher;1142;1
29030;Cléder;3782;2
29031;Clohars-Carnoët;4310;1
29032;Clohars-Fouesnant;2037;0
29033;Le Cloître-Pleyben;534;0
29034;Le Cloître-Saint-Thégonnec;657;1
29035;Coat-Méal;1091;0
29036;Collorec;613;0
29037;Combrit;4048;2
29038;Commana;1031;0
29039;Concarneau;19046;16
29040;Le Conquet;2678;2
29041;Coray;1903;2
29042;Crozon;7539;8
29043;Daoulas;1792;1
29044;Dinéault;2169;1
