icao24;callsign;baro_altitude;heading;last_contact;latitude;longitude;on_ground;origin_country;squawk;time_position;velocity;vertical_rate
a13f5e;N18LS;10058.4;138.66;1583150120;49.4341;1.3103;False;United States;7342;1583150120;245.31;0.33
3950c0;AFR99PK;2049.78;327.92;1583150120;49.0634;2.3708;False;France;1000;1583150120;126.89;19.51
3950cc;AFR42AA;9128.76;153.04;1583150119;48.2916;2.6181;False;France;7644;1583150119;199.7;3.58
407689;EZY97GC;11894.82;125.84;1583150120;48.5103;4.7027;False;United Kingdom;0505;1583150119;246.87;0
3950cf;AFR31RR;1684.02;311.25;1583150120;48.8599;3.2244;False;France;1000;1583150120;133.42;-5.85
4ca54d;IBK7MA;11269.98;205.67;1583150120;49.0048;2.7561;False;Ireland;0764;1583150120;222.04;0
4074b8;EZY91JC;11277.6;142.96;1583150119;49.5596;1.3799;False;United Kingdom;2204;1583150119;236.54;0.33
394a60;BGA313A;9136.38;33.51;1583150120;49.7003;2.5391;False;France;2310;1583150120;224.58;0
484aa1;TRA3P;11277.6;213.01;1583150119;49.34;2.9498;False;Kingdom of the Netherlands;2143;1583150119;215.32;0
407776;CFE79SC;11277.6;167.48;1583150120;48.1362;0.8328;False;United Kingdom;7703;1583150120;235.03;-0.33
3964e2;TVF3431;3352.8;83.6;1583150119;48.5561;2.0438;False;France;1000;1583150119;175.49;0
3964f2;TVF4269;297.18;22.5;1583150056;48.7271;2.3667;False;France;1000;1583149906;0;
48520b;TRA71A;11582.4;17.63;1583150120;48.6761;1.3424;False;Kingdom of the Netherlands;1000;1583150120;242.91;-0.33
4b1a1b;EZS48AB;10363.2;324.81;1583150119;48.219;3.7475;False;Switzerland;5752;1583150119;228.51;0.33
400dad;EZY18CF;11582.4;316.9;1583150120;49.1824;2.9755;False;United Kingdom;5773;1583150120;219.11;0
0101de;MSR799;3924.3;325.05;1583150120;48.6284;3.5495;False;Egypt;1000;1583150120;156.27;-8.78
4ca2a8;RYR22CP;10668;223.82;1583150119;49.0273;3.3212;False;Ireland;4135;1583150119;212.48;0.33
780561;CES554;2377.44;180;1583150119;48.9326;2.2784;False;China;5641;1583150119;159.48;11.7
406250;BAW484C;10066.02;167.94;1583150120;48.1477;0.5313;False;United Kingdom;2270;1583150119;224.1;0
346107;TOM662F;10668;98.77;1583150120;48.3443;5.0028;False;Spain;2712;1583150120;252.98;0
406cab;EXS4WZ;10972.8;349.09;1583150119;47.9989;-0.6424;False;United Kingdom;1050;1583150119;231.05;0
3420ce;IBE34KG;10972.8;32.05;1583150119;49.5588;2.443;False;Spain;2321;1583150119;254.93;0
39ceae;TVF3474;;250.31;1583150119;48.726;2.3671;True;France;7654;1583150119;4.37;
3985a9;AFR72SA;7620;223.26;1583150120;48.0894;-0.3673;False;France;1000;1583150120;191.43;-0.33
40609a;CFE29D;11277.6;140.66;1583150120;49.6331;0.9771;False;United Kingdom;2703;1583150120;243.46;0.33
485a32;KLM20H;11582.4;30.35;1583150119;49.5583;2.0815;False;Kingdom of the Netherlands;1000;1583150119;254.55;0
c0583a;ACA835;10972.8;329.12;1583150120;48.0218;4.2498;False;Canada;5726;1583150120;241.56;0
3986eb;AFR48BJ;4251.96;95.15;1583150119;48.8685;2.6483;False;France;5642;1583150119;183.37;12.03
300586;SNM571;12192;319.79;1583150120;49.4569;2.7997;False;Italy;5767;1583150119;239.83;-0.33
39c415;AFR773G;5631.18;253.32;1583150120;48.8781;1.5951;False;France;3302;1583150119;170.24;10.08
39bd20;AFR179;4724.4;94.07;1583150120;49.3069;1.426;False;France;6305;1583150120;217.64;-9.1
39b10b;FWI10A;;241.88;1583150119;48.7344;2.3578;True;France;0641;1583150119;24.18;
48c120;RYR89DD;2202.18;251.36;1583150119;49.5635;3.0387;False;Poland;1000;1583150119;133.56;-2.6
440488;EJU81NB;11582.4;320.04;1583150120;48.8319;4.0818;False;Austria;2754;1583150120;219.47;0.33
4d2072;LWG391;11887.2;211.49;1583150119;49.0129;2.9342;False;Malta;4103;1583150119;144.79;0
39856c;AFR11DD;601.98;265.14;1583150120;48.996;2.5574;False;France;5646;1583150120;72.8;14.31
3445d2;IBS3723;10668;202.2;1583150120;49.7201;3.2531;False;Spain;2127;1583150120;217.81;0
4b17e0;SWR45C;8534.4;322.42;1583150119;48.6151;4.1659;False;Switzerland;3077;1583150119;239.54;0
