icao24;callsign;baro_altitude;heading;last_contact;latitude;longitude;on_ground;origin_country;squawk;time_position;velocity;vertical_rate
02a196;TAR716;3048;338.38;1583150460;48.3947;2.9996;False;Tunisia;1000;1583150459;149.41;0
40655b;EXS1310;11567.16;315;1583150459;48.7345;4.1343;False;United Kingdom;7520;1583150459;217.53;0
501d20;CTN71F;7833.36;111.66;1583150460;48.6273;3.9146;False;Croatia;5633;1583150460;239.69;6.83
394c17;AFR78ZQ;2270.76;265.16;1583150459;48.9847;2.3485;False;France;1000;1583150459;128.04;13.33
4b7f43;SUI576;11887.2;105.26;1583150460;48.4549;3.4453;False;Switzerland;2152;1583150460;252.22;0
4076da;EXS81T;10363.2;332.12;1583150460;49.2604;2.9488;False;United Kingdom;5736;1583150459;221.15;0
478353;SAS837;3208.02;234.89;1583150460;49.4162;3.4547;False;Norway;3525;1583150460;167.27;-7.48
3c48f1;EWG9407;5775.96;93.43;1583150460;49.1069;3.0713;False;Germany;1000;1583150460;214.91;3.9
4ca700;RYR7LP;11887.2;226.24;1583150459;48.4933;1.4899;False;Ireland;7104;1583150459;219.4;0
405f13;EZY83RL;11277.6;164.23;1583150460;49.1564;0.3473;False;United Kingdom;5245;1583150460;230.93;0.33
3b770d;CTM0014;1737.36;74.41;1583150460;48.4768;2.3158;False;France;4340;1583150460;137.8;0
a13f5e;N18LS;10058.4;139.01;1583150459;48.8759;2.0521;False;United States;5257;1583150459;239.22;0.33
3950c0;AFR99PK;6537.96;25.19;1583150460;49.564;2.6582;False;France;1000;1583150459;200.68;7.15
3950ca;AFR87FR;1508.76;265.55;1583150460;48.9916;2.4757;False;France;1000;1583150459;92.88;4.23
3950cf;AFR31RR;891.54;265.34;1583150460;49.0024;2.7475;False;France;1000;1583150460;94.97;-3.9
4ca54d;IBK7MA;11277.6;202.02;1583150459;48.3906;2.3146;False;Ireland;0764;1583150459;223.64;1.3
4ca56b;RYR5PG;11582.4;352.1;1583150460;48.5635;-0.8955;False;Ireland;5516;1583150460;232.16;0
4074b8;EZY91JC;11277.6;143.4;1583150460;48.9825;2.0411;False;United Kingdom;3563;1583150459;236.44;0
3cd3ab;ATL9K;13106.4;208.17;1583150459;49.7381;3.1332;False;Germany;3527;1583150459;188.5;0
484aa1;TRA3P;11277.6;201.48;1583150459;48.7426;2.4891;False;Kingdom of the Netherlands;2143;1583150459;223.35;0
3964e2;TVF3431;2026.92;31.85;1583150459;48.7072;2.716;False;France;1000;1583150459;137.47;-2.28
48520b;TRA71A;11582.4;30.7;1583150459;49.3404;1.8414;False;Kingdom of the Netherlands;1000;1583150459;245.89;0.33
4b1a1b;EZS48AB;10363.2;324.02;1583150460;48.7767;3.1438;False;Switzerland;5752;1583150459;225.04;0.33
400dad;EZY18CF;11376.66;316.42;1583150459;49.6667;2.2748;False;United Kingdom;5773;1583150459;219.42;-5.2
0101de;MSR799;1889.76;310.78;1583150459;48.9646;3.1625;False;Egypt;1000;1583150459;123.65;-4.55
4ca2a8;RYR22CP;10668;221.11;1583150460;48.5389;2.6642;False;Ireland;4135;1583150459;214.39;0
3004c7;SIO512;12313.92;139.4;1583150459;49.632;1.3723;False;Italy;2164;1583150459;260.86;5.2
4ca301;RYR11EY;10972.8;349.94;1583150459;48.3524;-0.7818;False;Ireland;2313;1583150459;217.87;-0.33
440833;EJU3737;922.02;265.81;1583150459;49.0191;2.4833;False;Austria;5643;1583150459;77.37;9.1
780561;CES554;5905.5;95.68;1583150459;49.1273;2.8936;False;China;5641;1583150459;207.83;6.18
406cab;EXS4WZ;10972.8;348.94;1583150459;48.6893;-0.8427;False;United Kingdom;1050;1583150459;230.64;0
3420cb;IBE31FT;11277.6;222.79;1583150459;49.6183;3.6456;False;Spain;4134;1583150459;217.33;0
3985a7;AFR63MK;3649.98;327.31;1583150458;48.1826;3.1711;False;France;1000;1583150458;163.82;-8.13
4d21fc;RYR92SU;11582.4;28.85;1583150460;47.9312;1.4168;False;Malta;2324;1583150460;241.99;0
40609a;CFE29D;11277.6;141.15;1583150459;49.0595;1.6909;False;United Kingdom;2703;1583150459;241.11;0
c0583a;ACA835;10972.8;326.24;1583150459;48.6542;3.6463;False;Canada;5726;1583150459;246.27;-0.33
3986eb;AFR48BJ;7322.82;95.84;1583150459;48.8112;3.5526;False;France;5642;1583150459;207.37;5.2
39c415;AFR773G;8526.78;252.65;1583150459;48.7305;0.8669;False;France;3302;1583150459;172.47;4.88
39bd20;AFR179;3352.8;94.36;1583150460;49.263;2.3599;False;France;6305;1583150459;162.52;0
39aa20;FHKRA;2324.1;35.17;1583150460;48.165;1.4907;False;France;3304;1583150460;132.17;-3.9
39b10b;FWI10A;3223.26;278.24;1583150460;48.6674;1.8913;False;France;0641;1583150460;158.02;3.9
48c120;RYR89DD;1562.1;241.27;1583150459;49.3955;2.4862;False;Poland;1000;1583150459;115.58;-1.95
440488;EJU81NB;11582.4;319.47;1583150460;49.3383;3.4258;False;Austria;2754;1583150459;219.29;0.33
300189;AFR382V;4465.32;183.7;1583150460;48.8883;2.261;False;Italy;1000;1583150460;167.54;19.83
4d2148;ULC34;8854.44;251.9;1583150460;49.5689;5.0569;False;Malta;1000;1583150459;193.76;-10.4
4d2072;LWG391;11887.2;211.24;1583150459;48.6325;2.5832;False;Malta;4103;1583150459;146.81;0
39856c;AFR11DD;4442.46;90.35;1583150459;49.0916;2.4991;False;France;5646;1583150459;166.17;12.68
407181;EXS13X;11887.2;142.84;1583150460;49.6339;1.0909;False;United Kingdom;1171;1583150460;240.15;0.33
3445d2;IBS3723;10675.62;203.04;1583150459;49.1347;2.7762;False;Spain;2127;1583150459;220.82;0
4b17e0;SWR45C;8534.4;321.88;1583150460;49.1889;3.4891;False;Switzerland;3077;1583150460;236.7;0
4b17e1;SWR49A;8526.78;332.39;1583150459;48.3747;3.6684;False;Switzerland;5711;1583150459;251.96;-0.33
