icao24;callsign;baro_altitude;heading;last_contact;latitude;longitude;on_ground;origin_country;squawk;time_position;velocity;vertical_rate
40655b;EXS1310;11567.16;314.23;1583150980;49.4463;3.0327;False;United Kingdom;7520;1583150979;216.1;0
394c17;AFR78ZQ;8747.76;190.02;1583150980;48.2784;2.0695;False;France;1000;1583150980;183.37;1.95
396663;FPO952;3886.2;303.05;1583150979;48.593;3.6066;False;France;1036;1583150979;152.82;-9.75
478354;SAS68M;11277.6;205.16;1583150980;49.1994;2.8749;False;Norway;0733;1583150979;225.07;0
478353;SAS837;1379.22;265.48;1583150980;49.0402;2.8204;False;Norway;3525;1583150979;91.34;-4.88
3c48f1;EWG9407;7010.4;73.47;1583150979;49.2738;4.4949;False;Germany;1000;1583150979;195.33;0
484135;TRA82E;11582.4;34.98;1583150979;48.3692;0.5977;False;Kingdom of the Netherlands;1000;1583150979;246.76;0
405f12;EZY87QY;10363.2;337.23;1583150980;48.414;3.287;False;United Kingdom;6756;1583150980;243.25;0
405f13;EZY83RL;11269.98;164.52;1583150979;48.1262;0.7812;False;United Kingdom;5245;1583150979;227.41;0
4d00da;LGL8014;3657.6;88.77;1583150980;49.0847;3.0414;False;Luxembourg;5644;1583150980;168.26;6.5
3b770d;CTM0014;815.34;268.75;1583150980;48.7766;2.3213;False;France;4340;1583150979;71.01;-3.9
4ca4f5;RYR83QM;11582.4;334.71;1583150980;48.3939;3.4933;False;Ireland;4055;1583150980;227.59;0.33
a13f5e;N18LS;10066.02;156.9;1583150980;48.0042;3.0973;False;United States;5257;1583150980;232.1;0.33
346184;VLG87AB;10965.18;351.76;1583150979;48.4953;-0.8687;False;Spain;1051;1583150978;229.76;0
3950ca;AFR87FR;8846.82;158.6;1583150979;48.2946;2.6203;False;France;7645;1583150979;191.73;0.33
407688;EZY97YM;11277.6;359.12;1583150980;48.522;-0.4221;False;United Kingdom;1054;1583150979;233.59;0.33
3950cb;AFR79SB;4411.98;316.95;1583150979;48.4669;3.8332;False;France;7645;1583150979;160.51;-9.75
4074b8;EZY91JC;11277.6;148.27;1583150979;48.0892;3.034;False;United Kingdom;2204;1583150979;237.7;0
3cd3ab;ATL9K;13106.4;199.46;1583150980;48.9262;2.5921;False;Germany;3527;1583150980;191.51;0
39b44e;;;194.06;1583150977;48.7244;2.3678;True;France;2000;1583150972;0;
3964e2;;;70.31;1583150978;48.7265;2.369;True;France;1000;1583150978;3.6;
3c9654;BFD02T;5410.2;79.93;1583150980;48.8299;2.5678;False;Germany;0655;1583150980;182.35;8.13
48ae01;LOT6302;12496.8;84.18;1583150979;48.6135;-0.3721;False;Poland;2353;1583150979;274.07;0
4b1a1b;EZS48AB;10058.4;323.31;1583150979;49.621;2.1961;False;Switzerland;5752;1583150979;223.89;0
400dae;EZY2435;5295.9;148.11;1583150980;49.5874;1.2954;False;United Kingdom;4031;1583150978;186.01;-7.48
0101de;MSR799;396.24;264.88;1583150979;49.0275;2.5756;False;Egypt;1000;1583150979;74.89;-3.9
3004c7;SIO512;12496.8;140.54;1583150980;48.6918;2.5766;False;Italy;2164;1583150979;263.87;-0.33
440833;EJU3737;5897.88;105.15;1583150980;48.9229;3.3138;False;Austria;5643;1583150979;198.8;7.8
33fe7d;IAM1412;9753.6;331.78;1583150979;48.1319;3.5938;False;Italy;4061;1583150979;246.96;-0.33
780561;CES554;9144;76.68;1583150980;49.3447;4.6479;False;China;5641;1583150979;281.26;7.15
300785;SIO410;6621.78;318.79;1583150978;47.9066;4.3627;False;Italy;1000;1583150967;220.2;-9.75
44093e;EJU19JH;4427.22;311.3;1583150979;48.1149;3.3551;False;Austria;1000;1583150978;197.21;-13.66
400c4a;EZY51UD;11277.6;164.73;1583150980;49.1273;0.3898;False;United Kingdom;2045;1583150979;232.5;0.33
3420cb;IBE31FT;11277.6;204.03;1583150980;48.7267;2.8759;False;Spain;4134;1583150980;223.61;0.33
39ceae;TVF3474;3657.6;267.55;1583150980;48.6326;1.6721;False;France;7654;1583150980;168.38;0
3985a1;AFR31AK;2125.98;264.89;1583150980;48.9846;2.3468;False;France;1000;1583150979;132.74;16.26
3985a7;AFR63MK;1127.76;267.93;1583150980;48.7734;2.7119;False;France;1000;1583150980;128.18;0
3949e4;AFR926;3474.72;199.19;1583150980;48.8719;2.1147;False;France;5630;1583150980;159.6;5.53
4d21fc;RYR92SU;11582.4;57.43;1583150980;48.7467;2.5638;False;Malta;2324;1583150980;248.46;0
4d21db;AMC101;11894.82;143.37;1583150980;49.0009;1.7103;False;Malta;5256;1583150980;247.45;0
406c71;EZY23BK;3596.64;149.39;1583150980;49.458;1.4271;False;United Kingdom;6343;1583150980;185.9;-4.23
40609a;CFE29D;11277.6;153.88;1583150980;48.163;2.7125;False;United Kingdom;2703;1583150980;237.21;0.33
4d226c;RYR1RD;12496.8;134.74;1583150980;49.6813;1.0588;False;Malta;2156;1583150979;244.82;0
c0583a;ACA835;10972.8;325.57;1583150980;49.6022;2.6698;False;Canada;5726;1583150980;243.86;0
3986eb;AFR48BJ;7620;124.11;1583150980;48.4213;4.8705;False;France;1000;1583150980;192.62;0.65
493284;NJE609D;2583.18;260.9;1583150980;48.915;2.2463;False;Portugal;7655;1583150979;133.38;5.53
39c415;AFR773G;8839.2;251.9;1583150980;48.4392;-0.509;False;France;3302;1583150978;220.27;-0.65
39bd20;AFR179;1432.56;266.82;1583150979;49.0127;2.9487;False;France;6305;1583150979;111.29;-0.33
39aa20;FHKRA;1744.98;49.65;1583150980;48.4822;2.2521;False;France;3304;1583150980;125.55;-1.95
39b10b;FWI10A;7886.7;240.42;1583150979;48.538;0.5841;False;France;0641;1583150979;205.27;4.88
39c424;AFR641;7307.58;53.59;1583150980;48.2292;0.7978;False;France;1000;1583150979;228.83;-9.43
300189;AFR382V;9890.76;156.68;1583150979;48.0457;2.802;False;Italy;1000;1583150979;219.6;9.75
4d2148;ULC34;3924.3;251.06;1583150979;49.3004;3.8242;False;Malta;1000;1583150979;147.4;-7.8
4d2072;LWG391;11887.2;198.93;1583150980;48.0098;2.1344;False;Malta;4103;1583150980;150.65;0
342091;IBE32CL;10668;200.26;1583150979;49.2485;2.8211;False;Spain;7151;1583150979;219.89;0
344696;VLG22MM;6446.52;54.68;1583150980;48.442;1.2214;False;Spain;1000;1583150980;216.25;-9.43
39856c;AFR11DD;7010.4;73.12;1583150980;49.1635;3.9351;False;France;5646;1583150980;221.49;-0.33
407182;EXS55PY;10972.8;323.1;1583150980;48.1073;3.8543;False;United Kingdom;5740;1583150980;227.08;0
407181;EXS13X;11887.2;143.47;1583150979;48.7345;2.1227;False;United Kingdom;1171;1583150979;242;0
3445d2;IBS3723;10668;198.98;1583150980;48.1793;2.1859;False;Spain;2127;1583150979;223.05;0
4b17e1;SWR49A;8534.4;331.79;1583150980;49.3817;2.8597;False;Switzerland;5711;1583150980;240.52;-0.33
4b1900;EDW37;11887.2;74.53;1583150979;48.0918;-0.1044;False;Switzerland;2356;1583150979;264.22;0
